City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,hurricane,37.1753,-113.2899,31.19,15,0,3.09,US,1681242703
369,west bromwich,52.5187,-1.9945,8.49,90,75,8.23,GB,1681242703
370,unnao,26.5333,80.5,24.99,15,2,3.39,IN,1681242704
371,oistins,13.0667,-59.5333,29.05,58,40,7.72,BB,1681242704
372,solnechnyy,50.7214,136.6319,-0.89,96,100,3.2,RU,1681242704
373,opuwo,-18.0607,13.84,21.8,36,30,2.73,NA,1681242411
374,gazanjyk,39.2446,55.5154,23.06,29,93,6.14,TM,1681242705
375,elizabeth city,36.2946,-76.2511,23.34,40,0,4.63,US,1681242124
376,nanakuli,21.3906,-158.1547,26.17,61,20,4.63,US,1681242458
377,puerto narino,-3.7703,-70.3831,27.68,85,99,0.21,CO,1681242705
378,praia,14.9215,-23.5087,24.3,57,20,7.2,CV,1681242705
379,mufumbwe,-13.6833,24.8,17.09,93,99,1.19,ZM,1681242705
380,owo,7.1962,5.5868,25.66,78,100,2.81,NG,1681242706
381,margate,51.3813,1.3862,8.72,87,100,5.36,GB,1681242453
382,moerai,-22.4333,-151.3333,25.55,75,3,5.33,PF,1681242706
383,yurimaguas,-5.9,-76.0833,33.09,55,20,2.57,PE,1681242706
384,kimamba,-6.7833,37.1333,22.01,90,43,0.96,TZ,1681242706
385,bathsheba,13.2167,-59.5167,29.34,58,40,7.72,BB,1681242364
386,ilulissat,69.2167,-51.1,8.01,36,20,7.2,GL,1681242360
387,port macquarie,-31.4333,152.9167,10.5,70,99,2.73,AU,1681242387
388,turtas,58.9417,69.1325,-1.95,82,38,3.43,RU,1681242707
389,pangkalanbuun,-2.6833,111.6167,23.07,97,69,1.23,ID,1681242411
390,port keats,-14.25,129.55,25.19,92,96,3.18,AU,1681242707
391,ialibu,-6.2821,143.9935,12.76,96,94,1.17,PG,1681242708
392,berlevag,70.8578,29.0864,1.97,69,75,5.66,NO,1681242708
393,catalina,32.5056,-110.9211,34.4,15,0,1.34,US,1681242708
394,kangaatsiaq,68.3065,-53.4641,-4.09,87,62,3.48,GL,1681242709
395,kerema,-7.9631,145.7785,25.37,83,95,1.41,PG,1681242709
396,mizan teferi,6.9833,35.5833,17.44,92,78,1.12,ET,1681242709
397,sistranda,63.7256,8.834,9.98,70,56,11.71,NO,1681242441
398,luwuk,-0.9516,122.7875,25.55,79,22,1.31,ID,1681242385
399,vibo valentia,38.6996,16.1274,11.33,73,92,5.27,IT,1681242709
400,mitsamiouli,-11.3847,43.2844,27.68,74,81,3.19,KM,1681242422
401,samoded,63.6083,40.5111,0.84,98,100,2.31,RU,1681242710
402,cochrane,51.1834,-114.4687,10.5,70,75,8.23,CA,1681242710
403,lagoa,39.05,-27.9833,14.38,83,95,5.51,PT,1681242179
404,kununurra,-15.7667,128.7333,24.99,100,99,2.57,AU,1681242632
405,kailua,21.4022,-157.7394,26.19,78,100,4.12,US,1681242526
406,bobo dioulasso,11.1771,-4.2979,34.25,20,63,2.06,BF,1681242711
407,kalaleh,37.3807,55.4916,14.2,25,100,2.53,IR,1681242367
408,rawson,-43.3002,-65.1023,13.02,57,100,9.94,AR,1681242647
409,billings,45.7833,-108.5007,28.49,19,20,9.83,US,1681242270
410,obidos,-1.9175,-55.5181,29.05,68,39,1.77,BR,1681242711
411,rio bravo,25.9833,-98.1,27.38,46,66,4.56,MX,1681242711
412,khandyga,62.6667,135.6,-12.29,92,100,1.42,RU,1681242439
413,montilla,37.5863,-4.6381,22.11,31,64,3.31,ES,1681242712
414,antofagasta,-23.65,-70.4,21.6,72,4,3.49,CL,1681242428
415,charyshskoye,51.3978,83.5598,-1.89,89,100,2.0,RU,1681242712
416,sharjah,25.3573,55.4033,26.99,65,0,2.57,AE,1681242712
417,berdigestyakh,62.0989,126.6992,-15.63,98,100,1.95,RU,1681242712
418,nemuro,43.3236,145.575,5.07,88,100,8.4,JP,1681242712
419,igarka,67.4667,86.5833,-31.02,99,27,3.37,RU,1681242713
420,manawar,22.2333,75.0833,32.75,21,69,2.41,IN,1681242713
421,kaina,12.6374,8.5873,30.05,15,28,2.87,NG,1681242713
422,kaputa,-8.4689,29.6619,19.9,91,100,1.44,ZM,1681242713
423,gali,42.6265,41.7381,12.78,95,100,0.72,GE,1681242713
424,okhotsk,59.3833,143.3,-14.37,88,43,3.07,RU,1681242416
425,san policarpo,12.1791,125.5072,24.33,86,100,4.13,PH,1681242713
426,flin flon,54.7682,-101.865,3.91,87,100,2.57,CA,1681242456
427,sur,22.5667,59.5289,28.55,53,100,5.85,OM,1681242408
428,roma,43.2128,-75.4557,21.51,26,0,10.29,US,1681242669
429,amot,59.5714,7.9877,2.09,99,100,1.09,NO,1681242714
430,chincha alta,-13.4099,-76.1323,26.33,77,61,3.79,PE,1681242714
431,puerto el triunfo,13.2833,-88.55,38.48,50,28,5.63,SV,1681242714
432,mildura,-34.2,142.15,16.15,84,0,7.15,AU,1681242715
433,savelugu,9.6244,-0.8253,36.28,10,82,0.96,GH,1681242715
434,kilifi,-3.6305,39.8499,27.18,80,59,3.32,KE,1681242715
435,bandarbeyla,9.4942,50.8122,27.64,79,25,4.98,SO,1681242372
436,plettenberg bay,-34.0527,23.3716,12.49,79,58,2.09,ZA,1681242368
437,sao jose da coroa grande,-8.8978,-35.1478,26.46,75,100,2.31,BR,1681242715
438,geraldton,-28.7667,114.6,13.23,88,0,3.09,AU,1681242359
439,linhares,-19.3911,-40.0722,25.25,70,77,3.59,BR,1681242716
440,gillette,44.2911,-105.5022,25.06,22,0,12.35,US,1681242404
441,itapaci,-14.9508,-49.5494,25.84,79,71,1.68,BR,1681242693
442,anzio,41.4853,12.6179,14.14,74,99,1.0,IT,1681242716
443,santa rosa,14.3122,121.1114,26.99,81,99,0.85,PH,1681242365
444,iwanai,42.9744,140.5089,11.79,91,100,2.99,JP,1681242716
445,northam,51.0333,-4.2167,9.03,82,100,11.74,GB,1681242220
446,laguna,38.421,-121.4238,22.4,62,20,3.09,US,1681242717
447,smithers,54.7804,-127.1743,5.18,65,75,2.57,CA,1681242717
448,rindal,63.0565,9.2124,3.69,87,99,3.67,NO,1681242717
449,uberlandia,-18.9186,-48.2772,27.56,54,40,6.69,BR,1681242717
450,goundam,16.4145,-3.6708,31.07,12,89,9.06,ML,1681242717
451,mareeba,-17.0,145.4333,22.47,94,100,0.56,AU,1681242449
452,sao sebastiao,-23.76,-45.4097,24.04,74,36,2.1,BR,1681242717
453,great yarmouth,52.6083,1.7305,9.14,88,100,12.32,GB,1681242718
454,taoudenni,22.6783,-3.9836,27.67,7,100,3.95,ML,1681242718
455,fortuna,40.5982,-124.1573,13.29,68,16,1.34,US,1681242372
456,hoa binh,20.8133,105.3383,24.91,92,100,1.27,VN,1681242718
457,llanes,43.4198,-4.7549,13.65,81,71,0.87,ES,1681242718
458,santo tomas,14.1079,121.1414,26.14,87,99,0.65,PH,1681242718
459,haradok,55.4624,29.9816,8.71,64,22,2.49,BY,1681242719
460,half moon bay,37.4636,-122.4286,21.6,72,0,10.29,US,1681242719
461,bagan,54.1001,77.6646,-2.02,62,7,3.38,RU,1681242719
462,japura,-0.3167,102.35,22.9,95,61,0.54,ID,1681242355
463,kalmunai,7.4167,81.8167,26.53,79,17,2.08,LK,1681242421
464,yaan,7.3833,8.5667,27.11,68,100,3.82,NG,1681242441
465,netanya,32.3329,34.8599,16.01,67,12,3.33,IL,1681242720
466,manaure,11.7751,-72.4445,30.54,59,25,7.48,CO,1681242465
467,pimentel,-6.8367,-79.9342,31.16,58,75,4.12,PE,1681242720
468,walvis bay,-22.9575,14.5053,14.76,81,2,0.39,NA,1681242720
469,lalmohan,22.3384,90.7419,28.03,71,0,3.36,BD,1681242720
470,akhaldaba,41.654,42.1516,6.31,94,100,1.73,GE,1681242720
471,kefamenanu,-9.4467,124.4781,21.47,96,100,1.02,ID,1681242721
472,urucara,-2.5364,-57.76,28.15,86,54,1.31,BR,1681242455
473,nyurba,63.2842,118.3319,-21.98,100,48,1.83,RU,1681242721
474,ushtobe,45.2514,77.9838,9.97,75,100,7.14,KZ,1681242721
475,gizo,-8.103,156.8419,26.27,84,100,2.74,SB,1681242722
476,hofn,64.2539,-15.2082,5.9,75,98,1.46,IS,1681242400
477,vero beach,27.6386,-80.3973,25.55,60,100,7.72,US,1681242490
478,petropavlovsk-kamchatskiy,53.0452,158.6483,-2.67,64,75,2.0,RU,1681242722
479,manggar,-2.8833,108.2667,25.93,85,61,2.15,ID,1681242453
480,tongliao,43.6125,122.2653,1.41,14,0,7.28,CN,1681242365
481,soanierana ivongo,-16.9167,49.5833,22.93,91,5,1.74,MG,1681242723
482,grand-lahou,5.1367,-5.0242,27.02,87,62,3.41,CI,1681242723
483,bandipur,27.9333,84.4167,17.29,27,0,1.64,NP,1681242723
484,taksimo,56.3444,114.8794,-14.87,79,1,1.39,RU,1681242418
485,buala,-8.145,159.5921,26.46,78,99,1.14,SB,1681242431
486,olga,43.7444,135.2892,0.97,41,0,5.54,RU,1681242724
487,mwingi,-0.9344,38.0601,19.71,88,100,1.33,KE,1681242724
488,brae,60.3964,-1.353,6.13,86,13,4.69,GB,1681242412
489,tubmanburg,6.8708,-10.8172,25.66,86,22,1.49,LR,1681242725
490,bogovarovo,58.9785,47.0246,4.66,72,100,1.05,RU,1681242725
491,kilindoni,-7.9139,39.6668,27.75,77,97,2.72,TZ,1681242725
492,bad munstereifel,50.55,6.7667,9.67,55,100,3.32,DE,1681242725
493,amapa,1.0,-52.0,25.71,94,100,1.52,BR,1681242725
494,ambilobe,-13.2,49.05,23.48,89,31,0.89,MG,1681242726
495,soyo,-6.1349,12.3689,27.37,82,100,2.14,AO,1681242407
496,zhigalovo,54.8097,105.1578,-5.73,96,98,1.19,RU,1681242726
497,sungaipenuh,-2.0833,101.3833,18.4,97,100,0.42,ID,1681242726
498,chancay,-11.5714,-77.2672,25.71,74,41,3.61,PE,1681242726
499,srandakan,-7.9386,110.2506,24.91,90,98,2.06,ID,1681242447
500,shubarkuduk,49.1447,56.4872,10.12,39,0,3.32,KZ,1681242727
501,sabang,5.8933,95.3214,27.89,75,89,1.3,ID,1681242727
502,the valley,18.217,-63.0578,28.23,74,20,6.69,AI,1681242651
503,meulaboh,4.1363,96.1285,25.23,87,91,1.17,ID,1681242360
504,torbay,47.6666,-52.7314,9.43,35,75,7.2,CA,1681242358
505,pita,10.8333,-12.5833,29.27,41,100,0.23,GN,1681242727
506,toora-khem,52.4675,96.11,-1.75,66,100,3.83,RU,1681242728
507,hualmay,-11.0964,-77.6139,26.39,73,38,4.56,PE,1681242390
508,bielsk podlaski,52.7651,23.1865,11.12,65,100,4.09,PL,1681242728
509,fredericton,45.9454,-66.6656,18.58,29,0,6.69,CA,1681242728
510,kaeo,-35.1,173.7833,16.29,97,100,4.28,NZ,1681242440
511,yongchang,30.0381,119.7317,14.28,85,100,1.51,CN,1681242728
512,bilibino,68.0546,166.4372,-23.1,90,100,1.21,RU,1681242729
513,tabou,4.423,-7.3528,27.4,83,100,3.52,CI,1681242729
514,taicheng,38.731,113.228,4.2,23,0,1.36,CN,1681242730
515,la asuncion,11.0333,-63.8628,26.43,77,86,9.03,VE,1681242357
516,marzuq,14.4,46.4667,21.98,60,5,3.03,YE,1681242372
517,sinnamary,5.3833,-52.95,27.62,75,99,3.94,GF,1681242730
518,canarana,-11.6847,-41.7689,28.44,48,90,4.14,BR,1681242731
519,dovolnoye,54.4958,79.6671,-3.33,67,47,4.34,RU,1681242731
520,riberalta,-10.9833,-66.1,28.11,74,75,2.06,BO,1681242731
521,rio de jesus,7.9844,-81.1631,36.42,31,66,6.77,PA,1681242731
522,mashhad,36.297,59.6062,21.08,35,0,4.12,IR,1681242202
523,hay river,60.8156,-115.7999,-1.02,86,100,1.54,CA,1681242210
524,coihaique,-45.5752,-72.0662,17.34,44,0,2.06,CL,1681242376
525,coro,11.4045,-69.6734,30.24,66,100,9.5,VE,1681242381
526,cayenne,4.9333,-52.3333,29.02,70,75,6.17,GF,1681242732
527,coahuayana,18.7333,-103.6833,32.41,41,0,3.95,MX,1681242359
528,borzya,50.3833,116.5167,-8.93,70,2,3.18,RU,1681242733
529,kyshtovka,56.555,76.6271,-7.62,88,29,2.81,RU,1681242733
530,rincon,32.296,-81.2354,23.84,37,40,2.57,US,1681242733
531,balakhta,55.38,91.6,-4.74,80,95,3.73,RU,1681242733
532,faya,18.3851,42.4509,17.06,51,0,1.79,SA,1681242734
533,lahti,59.9911,30.1597,7.1,88,100,2.72,RU,1681242734
534,kemijarvi,66.7131,27.4306,0.85,92,100,2.07,FI,1681242404
535,tual,-5.6667,132.75,28.37,75,100,1.51,ID,1681242734
536,pilar,-9.5972,-35.9567,28.96,72,100,3.37,BR,1681242735
537,changchun,43.88,125.3228,2.98,15,0,7.42,CN,1681242735
538,strezhevoy,60.7333,77.5889,-17.19,99,74,1.48,RU,1681242735
539,joao camara,-5.5375,-35.8197,26.05,71,91,3.93,BR,1681242572
540,general pico,-35.6566,-63.7568,26.58,43,64,2.81,AR,1681242735
541,novoasbest,57.7422,60.2877,-0.68,74,39,2.22,RU,1681242736
542,fayaoue,-20.65,166.5333,27.44,70,10,0.89,NC,1681242736
543,burnie,-41.0667,145.9167,14.41,92,100,5.95,AU,1681242736
544,carnarvon,-24.8667,113.6333,21.16,64,43,8.87,AU,1681242353
545,zwedru,6.0667,-8.1281,26.25,73,98,1.39,LR,1681242736
546,wittlich,49.9833,6.8833,10.91,58,100,2.14,DE,1681242737
547,hovd,48.0056,91.6419,1.35,42,88,4.08,MN,1681242737
548,baikunthpur,23.25,82.55,25.24,16,0,3.1,IN,1681242737
549,araguaina,-7.1911,-48.2072,28.16,76,78,0.93,BR,1681242738
550,tucuma,-0.1833,-50.05,28.63,72,37,1.82,BR,1681242738
551,puerto penasco,31.3167,-113.5333,22.73,69,0,2.24,MX,1681242738
552,granard,53.7667,-7.5,3.6,89,100,7.81,IE,1681242738
553,grand gaube,-20.0064,57.6608,25.77,80,60,1.34,MU,1681242415
554,yerbogachen,61.2767,108.0108,-3.4,88,100,6.91,RU,1681242395
555,vadso,70.0744,29.7487,1.49,86,75,3.6,NO,1681242398
556,srednekolymsk,67.45,153.6833,-28.17,100,100,1.1,RU,1681242739
557,veraval,20.9,70.3667,26.09,63,2,5.41,IN,1681242740
558,kilimatinde,-5.85,34.95,20.5,73,70,0.65,TZ,1681242740
559,padang,-0.9492,100.3543,25.52,90,100,1.41,ID,1681242374
560,nome,64.5011,-165.4064,-21.02,70,0,0.0,US,1681242518
561,belyy yar,53.6039,91.3903,-1.06,55,20,4.0,RU,1681242740
562,khani,41.9563,42.9566,5.76,92,100,0.07,GE,1681242740
563,labuhan,-6.8844,112.2051,25.47,86,75,1.73,ID,1681242415
564,verkhneyarkeyevo,55.4505,54.3145,5.96,49,5,2.34,RU,1681242741
565,loandjili,-4.7561,11.8578,27.35,80,100,1.58,CG,1681242741
566,pisco,-13.7,-76.2167,27.03,65,34,4.63,PE,1681242251
567,sault sainte marie,46.5168,-84.3333,12.31,52,0,5.14,CA,1681242620
568,raichur,16.2,77.3667,28.92,27,0,3.33,IN,1681242742
569,abnub,27.2696,31.1511,21.12,26,1,7.21,EG,1681242742
570,ouadda,8.0777,22.4007,27.47,44,100,3.02,CF,1681242742
571,whitehorse,60.7161,-135.0538,1.17,37,0,4.63,CA,1681242411
572,finschhafen,-6.6024,147.8681,26.04,79,100,1.77,PG,1681242743
573,san,13.3034,-4.8956,36.62,15,98,5.2,ML,1681242417
574,kuala terengganu,5.3302,103.1408,26.97,89,20,1.54,MY,1681242743
575,badvel,14.75,79.05,26.36,45,3,1.46,IN,1681242743
576,taua,-5.9667,-40.3,27.36,62,75,6.0,BR,1681242743
577,corrente,-3.7367,-43.3394,25.04,93,97,1.6,BR,1681242744
578,linxia,35.6003,103.2064,9.53,36,91,0.35,CN,1681242744
579,bukachacha,52.9833,116.9167,-15.1,94,5,1.84,RU,1681242744
580,atambua,-9.1061,124.8925,22.9,88,58,0.47,ID,1681242744
581,medea,36.2642,2.7539,15.1,47,7,1.25,DZ,1681242744
582,makokou,0.5738,12.8642,21.19,97,100,1.98,GA,1681242745
583,chapais,49.7834,-74.8492,8.88,95,100,7.24,CA,1681242745
584,nuuk,64.1835,-51.7216,0.34,80,75,5.66,GL,1681242460
585,tay ninh,11.3,106.1,26.77,80,72,2.73,VN,1681242745
586,olafsvik,64.8945,-23.7142,3.16,97,100,2.99,IS,1681242422
587,sergeyevka,53.88,67.4158,1.47,58,4,3.1,KZ,1681242745
588,luxor,25.6989,32.6421,22.03,24,0,3.09,EG,1681242745
589,libohove,40.0311,20.2631,9.64,83,100,3.07,AL,1681242746
590,mahibadhoo,3.7833,72.9667,28.76,72,33,4.09,MV,1681242746
591,gat,31.61,34.7642,15.38,100,6,0.96,IL,1681242746
592,patu,-6.11,-37.6367,29.37,50,57,3.45,BR,1681242746
593,abu dhabi,24.4667,54.3667,27.75,71,0,2.57,AE,1681242136
594,barra,-11.0894,-43.1417,28.77,54,91,0.83,BR,1681242747
595,okha,53.5739,142.9478,-4.97,84,36,7.35,RU,1681242747
596,takoradi,4.8845,-1.7554,26.93,80,100,2.49,GH,1681242747
597,bundoran,54.4778,-8.2809,3.95,73,100,12.09,IE,1681242748
598,bambanglipuro,-7.95,110.2833,24.78,90,98,1.99,ID,1681242406
599,kidal,18.4411,1.4078,31.32,11,98,6.97,ML,1681242748
600,bonavista,48.6499,-53.1147,3.44,79,40,6.91,CA,1681242459
601,ajaccio,42.0,8.9167,12.03,88,71,1.54,FR,1681242324
602,medicine hat,50.0501,-110.6683,10.55,57,75,6.17,CA,1681242672
603,havelock,34.8791,-76.9013,22.21,35,0,1.79,US,1681242639
604,xinzhi,36.4989,111.7047,12.92,21,0,1.91,CN,1681242749
605,thinadhoo,0.5333,72.9333,27.87,73,7,1.65,MV,1681242749
606,havre-saint-pierre,50.2334,-63.5986,6.2,75,0,3.6,CA,1681242361
607,tiznit,29.5833,-9.5,23.15,21,0,0.46,MA,1681242749
608,dong hoi,17.4833,106.6,24.06,95,63,0.76,VN,1681242749
609,turochak,52.2576,87.1224,-1.82,88,100,1.56,RU,1681242750
610,pekan,3.4836,103.3996,26.06,85,99,1.57,MY,1681242750
611,perry,37.2506,-83.1999,25.1,29,0,2.13,US,1681242751
